id,edad,sexo,estado,Oxalis,Quercus,Cyp.bulb,Phaseolus,Insectos,Cyp.rizo,Commelina.dianthifolia,Euphorbia bilobata,time,covey,dist camino,ppanual17,tmedia17,altitud,lat,lon,hcrop,hland,gap
2016-139,A,Male,AZ,0,0,0,0,0,1.2528,0,0,1300,5,198.58,545,15.07500002,1587,31.422592,-110.650605,0,1.126085082,Madrean Encinal
2016-140,J,Male,AZ,0,0,0,0.0631,0,1.6855,0.4053,0,1400,12,187.92,537,15.20833329,1561,31.425362,-110.643223,1.087978804,1.023583665,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2016-141,J,Male,AZ,0,0,0,0.1937,0,2.2694,0,0,1400,12,187.92,537,15.20833329,1561,31.425362,-110.643223,0.755566734,1.023583665,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2016-142,J,Male,AZ,0,0,0,0,0,1.9496,0,0,1500,NA,211.97,545,15.07500002,1587,31.421244,-110.651053,0.211407263,1.121255424,Madrean Encinal
2016-144,A,Male,AZ,0,0,0,0,0,0,0,0,1400,10,20.21,505,17.11250008,1308,31.368273,-110.77539,0.975412918,1.621506354,Apacherian-Chihuahuan Mesquite Upland Scrub
2016-147,A,Male,AZ,0,0,0,0.0252,0,0,0,0.0067,930,5,168.93,479,17.2958334,1232,31.376481,-111.000478,1.44655089,0.776493996,Madrean Encinal
2016-148,A,Female,AZ,0,0,0,0.1638,0,0,0,0.0281,1130,8,110.14,501,16.97499997,1290,31.369116,-111.02804,1.447527526,1.288868248,Chihuahuan Mixed Salt Desert Scrub
2016-149,J,Male,AZ,0,0,0,0.8187,0,0,0,0.009,1130,8,110.14,501,16.97499997,1290,31.369116,-111.02804,0.230720343,1.288868248,Chihuahuan Mixed Salt Desert Scrub
2016-150,J,Male,AZ,0,0,0,0.0617,0,0,0,0.0433,1130,8,110.14,501,16.97499997,1290,31.369116,-111.02804,0.802305305,1.288868248,Chihuahuan Mixed Salt Desert Scrub
2016-154,J,Male,AZ,0,0,0,0.5759,0,0.0523,0.1355,0,1530,NA,230.06,536,15.41249979,1655,31.398052,-110.463635,0.949364706,1.506866435,"Chihuahuan Creosotebush, Mixed Desert and Thorn Scrub"
2016-155,A,Female,AZ,0,0,0,0,0,0.3231,0.0104,0,1030,5,30.91,529,15.37500002,1531,31.428275,-110.632926,0.138835485,1.044944491,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2016-157,A,Female,AZ,0,0,0,0,0.0036,0,0,0.0153,1530,5,313.92,485,17.21666679,1239,31.369858,-111.000554,1.409232045,0.914529011,Madrean Encinal
2016-160,A,Male,AZ,0,0,0,0,0,0,0,0.062,1700,6,7.96,476,17.31250004,1207,31.368291,-110.994441,1.012003313,0.989926738,Madrean Encinal
2016-161,J,Female,AZ,0,0,0,0,0,0,0,0,1200,6,46.74,598,14.4125,1763,31.702909,-110.793529,0,1.092305976,Madrean Encinal
2016-165,A,Male,AZ,0,0,0,0.235,0,1.5768,0,0,1500,11,302.62,540,15.14999989,1569,31.424441,-110.642067,0.711430789,1.017402774,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2016-166,J,Female,AZ,0,0,0,1.8058,0,0.6525,0,0,1400,4,51.77,537,15.43333321,1662,31.37902,-110.426268,0.616789365,1.379060754,Mogollon Chaparral
2016-167,NA,Female,AZ,0,0,0,0,0,0.6981,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.11939009,NA,NA
2016-178,NA,NA,AZ,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016-182,NA,Male,AZ,0,0,0,0,0.003,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.40423973,NA,NA
2016-190,NA,Male,AZ,0,0,0,0,0.6295,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.670505196,NA,NA
2016-191,NA,NA,AZ,0,0,0,0.8974,0.0024,0,0.0069,0,NA,NA,NA,NA,NA,NA,NA,NA,1.502276184,NA,NA
2016-192,NA,NA,AZ,0,0,0,0.1531,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.271547106,NA,NA
2016-193,NA,Female,AZ,0,0,0,0.4765,0,5.5688,0.4071,0,NA,NA,NA,NA,NA,NA,NA,NA,0.542719797,NA,NA
2016-198,NA,Male,AZ,0,0,0,0,0,1.0221,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016-199,NA,Male,AZ,0,0,0,0.2504,0.0033,0,0,0.0202,NA,NA,NA,NA,NA,NA,NA,NA,1.607824231,NA,NA
2016-211,A,Male,AZ,0,0,0,0.0292,0,2.4381,0.045,0,NA,NA,NA,NA,NA,NA,NA,NA,0.217779162,NA,NA
2016-212,J,Female,AZ,0,0,0.2863,0.1707,0,0,0,0.0236,NA,NA,NA,NA,NA,NA,NA,NA,0.887586909,NA,NA
2016-217,NA,Male,AZ,0,0,0,0,0,1.0932,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.376678895,NA,NA
2016-222,NA,Female,AZ,0,0,0,2.7997,0.3833,0,0,0.1191,NA,NA,NA,NA,NA,NA,NA,NA,1.277787886,NA,NA
2016-223,NA,NA,AZ,0,0,0,0.641,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.476111775,NA,NA
2016-224,NA,NA,AZ,0,0,0,0.7444,0.002,0,0,0.2808,NA,NA,NA,NA,NA,NA,NA,NA,1.924338775,NA,NA
2016-225,NA,NA,AZ,0,0,0,0.2008,0,0,0,0.002,NA,NA,NA,NA,NA,NA,NA,NA,0.997422547,NA,NA
2016-226,NA,NA,AZ,0,0,0,1.1516,0.002,0,0,0.0067,NA,NA,NA,NA,NA,NA,NA,NA,0.801134392,NA,NA
2016-229,A,Female,AZ,0,0,0,0,0,2.0017,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.025971266,NA,NA
2016-231,NA,Male,AZ,0,0,0.3836,0,0.0584,0.056,0.7243,0.2312,1600,NA,NA,NA,NA,NA,NA,NA,1.846372649,NA,NA
2016-232,NA,Male,AZ,0,0,0.4011,0,0,0.8661,0.6175,0.066,1600,NA,NA,NA,NA,NA,NA,NA,1.61643903,NA,NA
2016-233,NA,Female,AZ,0,0,0,0.0919,0,0,0.0914,0.0202,1600,NA,NA,NA,NA,NA,NA,NA,1.9260592,NA,NA
2016-234,NA,NA,AZ,0,0,0.0602,0,0.01141,0.2321,0.9546,0.4131,1600,NA,NA,NA,NA,NA,NA,NA,1.941840861,NA,NA
2016-236,NA,NA,AZ,0,0,0,0.3063,0,0,0.0334,0,NA,NA,NA,NA,NA,NA,NA,NA,0.744616726,NA,NA
2016-240,NA,NA,AZ,0,0,0,0.0492,0,0.0132,0.0152,0,NA,NA,NA,NA,NA,NA,NA,NA,0.909550431,NA,NA
2016-241,NA,NA,AZ,0,0,0,0.1289,0,0.032,0.311,0.0788,NA,NA,NA,NA,NA,NA,NA,NA,1.759896472,NA,NA
2016-243,NA,NA,AZ,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016-247,NA,NA,AZ,0,0,0,0.5804,0,0,0,0.0085,NA,NA,NA,NA,NA,NA,NA,NA,1.444389399,NA,NA
2016-248,NA,NA,AZ,0,0,0,0.4469,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.406209936,NA,NA
2016-249,NA,NA,AZ,0,0,0,0,0,0.1449,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.291354133,NA,NA
2016-253,NA,NA,AZ,0,0,0,0.021,0.0023,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.556133085,NA,NA
2016-254,NA,NA,AZ,0,0,0,0.0464,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.427505151,NA,NA
2016-257,NA,NA,AZ,0,0,0,0,0,0.4133,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,
2014-1,A,Male,NM,0,0,0,0.0167,0,2.8639,0.3059,0.0075,1430,8,97.11,422,14.22083333,1694,31.512,-108.979722,0.547429823,1.062828529,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-10,J,Female,NM,0,0,0,0,0,1.5877,0,0,1430,10,23.73,366,11.2333334,1922,33.224046,-107.708294,0.386901911,0.386821329,Colorado Plateau Pinyon-Juniper Woodland
2014-100,J,Male,NM,0,0,0.1978,0,1.53,0,0,0,930,12,401.45,324,14.45416652,1514,32.329567,-108.268029,0.493813449,0.858453672,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-101,J,Female,NM,0,0,0.6706,0,0,0,0,0,1000,8,536.78,324,14.45416652,1591,32.330533,-108.269338,0.079618485,0.90384489,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-102,J,Male,NM,0,0,1.6526,0,0.00009,0,0,0,1000,8,536.78,324,14.45416652,1591,32.330533,-108.269338,0.039978107,0.90384489,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-103,A,Female,NM,0,0,1.2731,0,0.53,0,0,0,1000,8,536.78,324,14.45416652,1591,32.330533,-108.269338,0.898646219,0.90384489,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-11,J,Male,NM,0,0,0,0,0,2.1763,0,0,1300,20,191.63,388,10.58333338,2023,33.204403,-107.748024,0.493280823,0.703368805,Colorado Plateau Pinyon-Juniper Woodland
2014-12,J,Female,NM,0,0,0,0,0.05,1.0401,0,0,1400,12,61.01,385,10.97916659,1985,33.17768,-107.736961,0.732462018,0.731682242,Colorado Plateau Pinyon-Juniper Woodland
2014-13,J,Female,NM,0,0,0,0,0,0,0,0,1500,12,96.82,385,10.97916659,1952,33.177011,-107.734185,0.407533812,0.777389405,Madrean Pinyon-Juniper Woodland
2014-14,J,Female,NM,0,0,0,0,0,0.1406,0,0,945,10,222.86,379,10.97500005,1951,33.202936,-107.731141,0.114290438,0.476872047,Colorado Plateau Pinyon-Juniper Woodland
2014-15,J,Male,NM,0,0,0,0,0,0,0,0,835,8,552.46,379,10.97500005,1951,33.206323,-107.730034,0,0.516744404,Colorado Plateau Pinyon-Juniper Woodland
2014-16,J,Male,NM,0,0,0,0,0,0.0861,0,0,1000,2,191.08,367,11.23333326,1921,33.206864,-107.71643,0.31081694,0.316827011,Colorado Plateau Pinyon-Juniper Woodland
2014-17,J,Male,NM,0,0,0,0,0,0.4208,0,0,1300,20,191.63,388,10.58333338,2023,33.204403,-107.748024,0.357119806,0.703368805,Colorado Plateau Pinyon-Juniper Woodland
2014-18,J,Male,NM,0,0,0.3338,0,0,0.1363,0,0,1130,12,398.94,372,11.34166674,1885,33.165643,-107.738227,0.602096438,1.117491267,Madrean Pinyon-Juniper Woodland
2014-19,J,Female,NM,0,0,1.2589,0,0.12,0,0,0,1130,12,398.94,372,11.34166674,1885,33.165643,-107.738227,0.295602272,1.117491267,Madrean Pinyon-Juniper Woodland
2014-2,J,Female,NM,0,0,0,0,0.08,0,0,0,1145,10,235.44,416,14.37499982,1665,31.524234,-108.974204,0.569618737,1.036134785,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-20,A,Female,NM,0,0,0.283,0,0,0.1759,0,0,1130,12,398.94,372,11.34166674,1885,33.165643,-107.738227,0.665660312,1.117491267,Madrean Pinyon-Juniper Woodland
2014-21,J,Male,NM,0,0,0.6782,0.0171,0,0,0,0,1530,8,253.42,355,13.78750004,1641,32.799302,-107.593281,0.146361383,0.85220331,Madrean Pinyon-Juniper Woodland
2014-22,J,Female,NM,0,0,0.2781,0,0,0.4898,0,0,1530,8,253.42,355,13.78750004,1641,32.799302,-107.593281,1.002554516,0.85220331,Madrean Pinyon-Juniper Woodland
2014-23,J,Male,NM,0,0,0.1883,0,0,0,0,0,1200,2,121.27,343,14.05833329,1617,32.779075,-107.575882,0.251170505,0.756998569,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-24,J,Female,NM,0,0,0,0,0,1.0214,0,0,1315,6,43.73,373,12.72916666,1901,32.854212,-107.651827,0.310607208,0.883634214,Madrean Pinyon-Juniper Woodland
2014-25,J,Male,NM,0,0,0,0,0,0,0,0,1240,7,201.5,371,11.05833333,1947,33.227964,-107.71424,0,0.351249029,Colorado Plateau Pinyon-Juniper Woodland
2014-26,J,Male,NM,0,0,0,0,0,1,0,0,1315,6,43.73,373,12.72916666,1889,32.854212,-107.651827,0.487202547,0.883634214,Madrean Pinyon-Juniper Woodland
2014-27,J,Male,NM,0,0,0,0,0.07,4.2134,0.021,0,1510,8,86.84,388,10.58333338,2023,33.203867,-107.749015,0.744249339,0.723791731,Rocky Mountain Ponderosa Pine Woodland
2014-29,A,Male,NM,0,0,0,0,0,2.1454,0,0,1330,6,43.73,373,12.72916666,1889,32.854212,-107.651827,0.116637017,0.883634214,Madrean Pinyon-Juniper Woodland
2014-3,J,Female,NM,0,0,2.1831,0,0,0,0.0349,0.0462,1115,12,66.79,422,14.22083333,1694,31.513348,-108.979977,0.178897654,1.092318199,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-30,J,Female,NM,0,0,0,0,0.19,3.2986,0,0,1510,8,86.84,388,10.58333338,2023,33.203867,-107.749015,0.827418223,0.723791731,Rocky Mountain Ponderosa Pine Woodland
2014-31,J,Female,NM,0,0,0,0,0,0,0,0,1240,7,201.5,235,16.65416667,1947,32.227964,-107.71424,0,1.231770634,Colorado Plateau Pinyon-Juniper Woodland
2014-32,A,Male,NM,0,0,0,0,0,0,0,0,1130,10,219.49,366,11.2333334,1922,33.220489,-107.707691,0,0.466408933,Colorado Plateau Pinyon-Juniper Woodland
2014-33,J,Female,NM,0,0,0,0,0.00009,2.5693,0,0,1430,10,99.93,374,11.11250002,1947,33.20712,-107.723281,0.610582148,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
2014-34,J,Male,NM,0,0,0.837,0,0.00009,0,0,0,1430,10,99.93,374,11.11250002,1947,33.20712,-107.723281,0.660706753,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
2014-35,J,Female,NM,0,0,0.4926,0,0.09,0,0,0,1430,10,99.93,374,11.11250002,1947,33.20712,-107.723281,0.952114871,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
2014-36,A,Male,NM,0,0,0.9682,0,0,0,0,0,1430,10,99.93,374,11.11250002,1947,33.20712,-107.723281,0.16365826,0.272215422,Colorado Plateau Pinyon-Juniper Woodland
2014-37,J,Male,NM,0,0,0,0,0,1.9069,0,0,1415,16,51.51,378,11.18750006,1952,33.175969,-107.73234,0.736614313,0.743683843,Colorado Plateau Pinyon-Juniper Woodland
2014-38,A,Male,NM,0,0,0,0,0.00009,4.1888,0,0,1415,16,51.51,378,11.18750006,1952,33.175969,-107.73234,0.000135971,0.743683843,Colorado Plateau Pinyon-Juniper Woodland
2014-39,J,Male,NM,0,0,1.8282,0,0.00009,0,0,0,1500,15,6.4,431,11.07083346,2027,32.89762,-107.944433,0.083438964,0.849662793,Rocky Mountain Ponderosa Pine Woodland
2014-4,J,Male,NM,0,0,0.7046,0,0,0,0,0,1005,12,89.12,415,14.39166665,1658,31.527829,-108.979665,0.008824882,1.126574232,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-40,J,Female,NM,0,0,3.416,0,0.05,0,0,0,1500,15,6.4,431,11.07083346,2027,32.89762,-107.944433,0.191851284,0.849662793,Rocky Mountain Ponderosa Pine Woodland
2014-41,A,Female,NM,0,0,0,0,0,0.4775,0,0,1230,5,100.72,385,12.07083339,1869,32.87306,-107.680853,0,0.869340795,Madrean Pinyon-Juniper Woodland
2014-42,J,Female,NM,0,0,0.1273,0,0,0.5866,0,0,1415,5,124.09,376,12.3791667,1828,32.868557,-107.670899,0.61235001,0.57140287,Madrean Pinyon-Juniper Woodland
2014-43,J,Female,NM,0,0,2.5163,0,0,0,0,0,1445,1,33.84,376,12.3791667,1789,32.870191,-107.669569,0,0.517832817,Madrean Pinyon-Juniper Woodland
2014-44,A,Male,NM,0,0,0.0634,0,0,0.7613,0,0,1530,6,65.39,376,12.3791667,1789,32.871145,-107.66838,0.613470223,0.485340739,Madrean Pinyon-Juniper Woodland
2014-45,J,Female,NM,0,0,0.9,0,0.02,1.53,0,0,1530,6,65.39,376,12.3791667,1789,32.871145,-107.66838,0.77256395,0.485340739,Madrean Pinyon-Juniper Woodland
2014-46,J,Female,NM,0,0,1.2317,0,0.00009,1.0182,0,0,1530,6,65.39,376,12.3791667,1789,32.871145,-107.66838,0.918631596,0.485340739,Madrean Pinyon-Juniper Woodland
2014-47,J,Female,NM,0,0,0,0,0.00009,0.0511,0,0.0111,1545,8,326.56,376,12.51249996,1915,32.87169,-107.660137,1.040909829,0.805637582,Madrean Pinyon-Juniper Woodland
2014-48,A,Female,NM,0,0,0,0,0,4.8951,0,0,1610,6,19.95,376,12.38333342,1785,32.875763,-107.668721,0.05117291,0.677764518,Madrean Pinyon-Juniper Woodland
2014-49,A,Male,NM,0,0,0,0,0,2.9885,0,0,1610,6,19.95,376,12.38333342,1785,32.875763,-107.668721,0.027021407,0.677764518,Madrean Pinyon-Juniper Woodland
2014-5,J,Female,NM,0,0,3.2188,0,0,0,0.1893,0.0077,1445,6,375.79,416,14.35416671,1665,31.521652,-108.975197,0.230034333,1.071673269,Madrean Juniper Savanna
2014-50,J,Male,NM,0,0,0.1543,0,0.03,2.2522,0,2.0254,1615,12,287.93,404,14.63749994,1625,31.513011,-108.940734,0.966989525,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-51,A,Female,NM,0,0,0,0,0.8,1.4914,0,2.0794,1615,12,287.93,404,14.63749994,1625,31.513011,-108.940734,1.132891353,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-52,J,Male,NM,0,0,0,0,0.00009,1.0014,0,2.3765,1615,12,287.93,404,14.63749994,1625,31.513011,-108.940734,0.706985778,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-53,J,Male,NM,0,0,0,0,0.00009,2.1428,0,2.7731,1615,12,287.93,404,14.63749994,1625,31.513011,-108.940734,0.000161105,0.222690783,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-54,A,Female,NM,0,0,0,0,0,0,0,0.2298,1045,12,325.59,416,14.37499982,1688,31.519464,-108.974834,0.566533027,1.049214896,Madrean Encinal
2014-55,J,Female,NM,0,0,0,0,0.03,0,0.3656,0.2473,1200,12,194.27,376,12.51249996,1915,32.873175,-107.65984,1.947125154,0.809550425,Madrean Pinyon-Juniper Woodland
2014-56,A,Male,NM,0,0,0,0,0.1,0,0.1645,0.2325,1200,12,194.27,376,12.51249996,1915,32.873175,-107.65984,1.704442215,0.809550425,Madrean Pinyon-Juniper Woodland
2014-57,J,Male,NM,0,0,0,0,0.14,0.6249,0,0,1115,10,136.4,376,12.51249996,1789,32.87255,-107.663357,0.774016342,0.594152375,Madrean Pinyon-Juniper Woodland
2014-58,J,Male,NM,0,0,0,0,0.47,0,0,0,1500,10,611.16,347,14.02083332,1643,32.381441,-108.357641,0.767957727,0.688752947,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-59,J,Female,NM,0,0,0,0,0.85,0,0,0,1500,10,611.16,347,14.02083332,1643,32.381441,-108.357641,0.843340832,0.688752947,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-6,J,Male ,NM,0,0,2.2034,0,0.05,0,0.0132,0,1445,6,375.79,416,14.35416671,1665,31.521652,-108.975197,0.141593603,1.071673269,Madrean Juniper Savanna
2014-60,A,Female,NM,0,0,0,0,0.13,0,0,0,1500,10,611.16,347,14.02083332,1643,32.381441,-108.357641,0.850354421,0.688752947,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-61,A,Female,NM,0,0,0.418,0,0,0,0,0,930,6,774.84,317,14.6041668,1621,32.313622,-108.156107,0.16404935,1.708151144,Madrean Pinyon-Juniper Woodland
2014-62,J,Male,NM,0,0,0,0,0.00009,1.2027,0,0,1530,10,316.65,410,9.262499967,2066,33.396185,-108.106088,1.11684023,0.783492877,Colorado Plateau Pinyon-Juniper Woodland
2014-65,J,Female,NM,0,0,1.8085,0,0,0,0,0,1500,15,6.4,431,11.07083346,2027,32.89762,-107.944433,0.616340019,0.849662793,Rocky Mountain Ponderosa Pine Woodland
2014-66,A,Male,NM,0,0,0,0,0,0,0,0,940,4,19.25,386,11.90833339,1869,32.872338,-107.683823,0,1.057317709,Madrean Pinyon-Juniper Woodland
2014-67,A,Male,NM,0,0,0,0,0,0,0,0,940,4,19.25,386,11.90833339,1869,32.872338,-107.683823,0,1.057317709,Madrean Pinyon-Juniper Woodland
2014-68,A,Male,NM,0,0,0,0,0,0.3083,0,0,1115,8,75.23,391,11.84166666,1872,32.875582,-107.684327,0.023598252,1.098030627,Madrean Pinyon-Juniper Woodland
2014-69,J,Female,NM,0,0,0,0,0,0.0345,0,0,1130,6,213.92,376,12.3791667,1828,32.867771,-107.671388,0.278769372,0.578304485,Madrean Pinyon-Juniper Woodland
2014-7,J,Female,NM,0,0,0,0,0,1.0588,0,0,1300,20,191.63,388,10.58333338,2023,33.204403,-107.748024,0.699185213,0.703368805,Colorado Plateau Pinyon-Juniper Woodland
2014-70,J,Female,NM,0,0,0,0,0,0.0716,0,0,1130,6,213.92,376,12.3791667,1828,32.867771,-107.671388,0,0.578304485,Madrean Pinyon-Juniper Woodland
2014-71,A,Female,NM,0,0,0,0.2638,0,0.8191,0,0,1130,2,176.64,431,11.07083346,2075,32.894714,-107.945673,0.555199985,0.942489685,Colorado Plateau Pinyon-Juniper Woodland
2014-72,A,Male,NM,0,0,0,1.2051,0.13,0.8748,0.0069,0,1230,12,35.21,431,11.07083346,2027,32.89739,-107.944223,1.319528947,0.867270402,Rocky Mountain Ponderosa Pine Woodland
2014-73,A,Male,NM,0,0,0,2.5528,0.02,0,0,0,1230,12,35.21,431,11.07083346,2027,32.89739,-107.944223,0.045500008,0.867270402,Rocky Mountain Ponderosa Pine Woodland
2014-8,J,Male,NM,0,0,0,0,0,0.3804,0,0,905,20,369.88,379,10.97500005,1951,33.204598,-107.72894,0.07617822,NA,Colorado Plateau Pinyon-Juniper Woodland
2014-80,J,Male,NM,0,0,0.5011,0,0.00009,0,0,0,1245,15,190.95,406,9.98749993,1993,33.289458,-108.061378,0.410726014,0.637185237,Rocky Mountain Ponderosa Pine Woodland
2014-82,A,Male,NM,0,0,6.7233,0,0,0,0,0,1500,1,81.82,408,9.895833368,2046,33.274234,-108.058819,0.016360041,0.676817394,Colorado Plateau Pinyon-Juniper Woodland
2014-83,A,Female,NM,0,0,0,0,0.02,0.9194,0,0,1530,10,316.65,410,9.262499967,2066,33.396185,-108.106088,1.289517424,0.783492877,Colorado Plateau Pinyon-Juniper Woodland
2014-84,J,Male,NM,0,0,0,0,0.00009,2.556,0,0,1530,10,316.65,410,9.262499967,2066,33.396185,-108.106088,0.757976836,0.783492877,Colorado Plateau Pinyon-Juniper Woodland
2014-87,A,Female,NM,0,0,0,0,0,0,0,0,1010,4,154.03,416,14.35416671,1658,31.523917,-108.979802,0,1.144709319,Madrean Encinal
2014-88,J,Female,NM,0,0,0,0,0,0.0072,0,0,1030,8,198.04,412,14.47500001,1665,31.525898,-108.973326,0,0.996045493,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-89,A,Female,NM,0,0,0,0,0,0.0131,0,0,1030,8,198.04,412,14.47500001,1665,31.525898,-108.973326,0,0.996045493,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-9,J,Male,NM,0,0,0,0,0.00009,2.2507,0,0,1500,12,96.82,385,10.97916659,1952,33.177011,-107.734185,0.060978194,0.777389405,Madrean Pinyon-Juniper Woodland
2014-90,A,Male,NM,0,0,0,0,0,3.1578,0,0,1505,10,595.64,410,13.47499989,1553,33.185793,-108.841292,0.638844948,0.540084389,Madrean Pinyon-Juniper Woodland
2014-91,J,Male,NM,0,0,0,0,0,1.2993,0,0,1200,NA,NA,NA,NA,NA,NA,NA,0.243498722,NA,NA
2014-92,J,Female,NM,0,0,0,0,0,1.8581,0,0,1200,NA,NA,NA,NA,NA,NA,NA,0.358437817,NA,NA
2014-93,A,Female,NM,0,0,1.5672,0,0,0,0,0,1500,8,469.21,317,14.58333344,1591,32.333252,-108.277073,0.047684487,0.72299817,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-94,A,Male,NM,0,0,0.1424,0,2.59,0,0,0,1500,8,469.21,317,14.58333344,1591,32.333252,-108.277073,0.230392354,0.72299817,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-95,J,Male,NM,0,0,0,0,0,1.5259,0,0,1200,NA,NA,NA,NA,NA,NA,NA,0.170278657,NA,NA
2014-96,J,Male,NM,0,0,0,0,0,1.6664,0,0,1200,NA,NA,NA,NA,NA,NA,NA,0.59529649,NA,NA
2014-97,A,Female,NM,0,0,0,0,0,1.2326,0,0,1200,NA,NA,NA,NA,NA,NA,NA,0.275508913,NA,NA
2014-98,A,Male,NM,0,0,0,0,1,0,0,0,1500,8,469.21,317,14.58333344,1591,32.333252,-108.277073,0,0.72299817,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2014-99,A,Female,NM,0,0,0,0,0,0.8306,0,0,1200,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015-10,J,Male,NM,0,0,0,0.3443,0,0,0,0,1200,15,413.73,335,14.47916663,1696,32.514533,-107.166584,1.532988255,0.93306008,Madrean Pinyon-Juniper Woodland
2015-11,J,Male,NM,0,0,0,2.3522,0,0,0,0,1245,15,633.63,354,14.12499985,1696,32.514658,-107.168737,0.13617823,0.904751783,Madrean Pinyon-Juniper Woodland
2015-12,J,Male,NM,0,0,0,6.3831,0.05,0,0,0,1245,15,633.63,354,14.12499985,1696,32.514658,-107.168737,0.042781787,0.904751783,Madrean Pinyon-Juniper Woodland
2015-13,J,Male,NM,0,0,0,5.8107,0.04,0,0,0,1245,15,633.63,354,14.12499985,1696,32.514658,-107.168737,0.296120889,0.904751783,Madrean Pinyon-Juniper Woodland
2015-2,A,Male,NM,0,0,0,0,1.04,0.1314,0,0,1300,5,32.66,324,11.17499996,2023,33.686629,-107.332131,0.573430132,1.743356356,Colorado Plateau Pinyon-Juniper Woodland
2015-24,J,Male,NM,0,0,0,0,0,0,0,0,1430,15,325.2,457,12.84999985,2011,32.734341,-105.357105,0.971233765,1.217232688,Southern Rocky Mountain Pinyon-Juniper Woodland
2015-25,A,Male,NM,0,0,0,0,0.43,0.4861,0,0,1430,15,325.2,457,12.84999985,2011,32.734341,-105.357105,0,1.217232688,Southern Rocky Mountain Pinyon-Juniper Woodland
2015-3,J,Male,NM,0,0,0,0,2.9,0.2334,0,0,1300,5,32.66,324,11.17499996,2023,33.686629,-107.332131,0.257321514,1.743356356,Colorado Plateau Pinyon-Juniper Woodland
2015-31,J,Female,NM,0,0,1.148,0,2.9,1.1292,0.0671,0,1505,6,89.31,416,14.35416671,1694,31.519486,-108.977392,0.593192491,1.087964061,Apacherian-Chihuahuan Piedmont Semi-Desert Grassland and Steppe
2015-32,J,Male,NM,0,0,0.1992,0.0079,0.2,0.9108,0,0.029,1435,15,83.99,416,14.35416671,1694,31.517845,-108.976869,1.248363802,1.077242017,Madrean Encinal
2015-33,J,Male,NM,0,0,0.6792,0,0.03,0.8229,0,0,1435,15,83.99,416,14.35416671,1694,31.517845,-108.976869,0.952122664,1.077242017,Madrean Encinal
